,tweet,labels
7999,"resto ini letak nya agak di dalam , masuk kompleks perumahan . saya datang saat malam dan sangat ramai di akhir pekan sehingga saya harus menunggu daftar tunggu . saat menunggu ada toko dan kios-kios yang bisa dikunjungi sambil menunggu harga nya harga resto jakarta tapi porsi nya besar jadi satu menu bisa dimakan berdua . model nya pondok-pondokan . saya keluarga besar dapat satu pondok sendiri dan sangat mengasyikkan .",1
5247,"sehari sebelum kedatangan , kami sudah membuat reservasi . pada hari hanya di jam 10.30 , kami pun sudah mendatangi lokasi dan sudah konfirmasi dan mendapat kursi no. 1 dan 2 . namun , saat kami datang sesuai dengan jadwal , kami mendapati orang lain menempati kursi kami dan diminta untuk mengambil kursi lainnya . kecewa , sudah pasti ! mengenai rasa , tidak jauh berbeda dengan restoran sunda . tidak ada yang istimewa .",-1
11891,"tempat nya nyaman , pelayan nya ramah-ramah , makanan nya enak , porsi nya banyak dengan harga yang masih terjangkau .",1
20450,sayang kamu sudah bukan yuqi lagi wkwk,1
7375,"makan siang di ayam penyet bu turis enak , suasana bandung tempo dulu terasa hidup dengan ornamen di tempat ini . kami makan bebek betutu dan ayam sambal korek nya enak . rekomendasi bagi pecinta makanan pedas .",1
17634,jadi begini sayang kamu hanya perlu memilih mana yang menginginkanmu hanya di saat waktu luangnya atau yang menginginkanm ,1
19718,angnya sangat perfeksionis inginnya segala hal sejalan dan harus perfect pernah waktu itu di salah satu show dia ,1
23574,terkait vaksin legislator sarankan pemerintah libatkan bangak negara biar hasilnya lebihbaik,1
18209,let's goooooo vote for nyman ,1
11446,"makanan nya di sini enak roti bakar nya , tambahan nya keju dan coklat nya melimpah ruah , selain itu indomie keju telor kornet nya juara banget .",1
7136,"sudah beberapa kali datang ke eleven kitchen pelayanan nya ramah , cepat , dan sering kali memesan nasi goreng tom yam dan desert nya apple kuchen nya . bagi saya sangat unik nasi goreng nya karena disajikan dengan saos tomyam yang dipisah serta seafood di dalam nasi goreng nya sangat segar membuat saya terkesan dan dessert nya apple ku chen sangat berbeda dari apple ku chen yang pernah saya makan . sangat rekomendasi .",1
16820,krn kebutuhan istri ga cuma sandang pangan papan doang kalo kamu cinta sm istrimu ya kamu hrs memenuhi kebutuhan sekund ,1
1533,jokowi masih kalah dengan sby !,-1
4604,warung nasi ampera merupakan warung nasi khas sunda . anda tidak akan kecewa datang di warung ini karena akan menemukan berbagai macam jenis sambal dan lalapan yang tidak akan anda temui di warung lain .,1
10750,"booming tempat makan yang buka tengah malam sampai dini hari , cobain deh ke ceu mar . karena kalau malam lewat situ sepertinya itu ramai terus ampe antre nya panjang tetapi orang pada rela antre sgitu panjang buat makan di situ . sudah nyobain ya makanan biasa saja , saya ke sana dengan beberapa teman bayar masing-masing dengan porsi makanan yang sama .",-1
7774,"suka sama interior nya , serba kayu dan unik . enak buat berkumpul ramai-ramai sama teman atau saudara . untuk makanan secara rasa enak namun beberapa menu agak biasa saja personal preference , saya gue . pilihan menu cukup beragam dari indonesia , makanan barat italian dan asian , harga slightly lebih mahal . tapi secara keseluruhan baik puas",1
8412,"restoran dengan menu utama berbahan dasar ayam ini lebih nikmat dinikmati malam hari di tengah udara dingin , lengkap dengan nasi hangat . semua dijamin mau menambah . ayam yang hendak dihidangkan biasanya digantung di dalam etalase kaca , itulah mengapa dikenal sebagai ayam gantung",1
11320,"untuk ketiga kalinya , kami diajak teman makan di tempat ini . lahan rumah makan ini sangat besar , ada area untuk indoor dan di luar lesehan . makanan yang disajikan makanan sunda . bagi saya rasanya standard biasa saja , banyak pilihan dan harga terjangkau .",1
7852,"hei polisi haram di indonesia , hidup kalian itu ampas ! hampir sama dengan seorang pengemis ataupun pecundang di luar sana yang mengemis meminta santunan . anak yatim dan pengemis layaknya tidak pernah hidup sehina kalian , kalian perlu tahu , si kiki inilah nantinya yang akan mematikan semua polisi",-1
11423,lailah banyak banget akun sampah model begini di ig,-1
23735,juru bicara satuan tugas satgas penanganan covid reisa broto asmoro menjamin vaksin covid masyarakat aman,1
12466,td mikirnya gtu pngn ngegas jg tp apalah aku ini hanya orng kecil tidak pnya pengaruh jd ngegasnya sia2 kwkwkwk ,-1
200,"demi allah ini sadis pak anies diginiin . pak anies itu pejabat negara dan tuan rumah jakarta , sadis biadab rezim sekarang . jangan pilih pdip dan partai pendukung penista agama .",-1
4839,"tempat makan yang romantis berada di daerah bandung atas , dari sini bisa melihat pemandangan kota bandung . lokasi agak susah dijangkau harus menggunakan kendaraan pribadi",1
10453,"tempat nya bagus , lokasi nya searah ke lembang , dari bandung posisi nya sebelah kanan jalan , menyediakan juga sistem membership",1
18859,selamat dan sukses panitia pilkades margaayu kec margasari terbentuk ketua bpuroto danekertaris ali nursidik ,1
774,masyarakat sudah bosan dan muak dengar janji janji para calon presiden,-1
7620,jangan keluar malam minggu jalanan selalu macet,-1
6176,"makanan nya enak . tempat nya santai banget dengan suasana yang nyaman dan didukung dengan situasi bandung yang memang bandung banget , __laugh__ . asik",1
14533,ternyata aku yang tertipu wkwk,-1
2166,"tiba-tiba teringat ingin makan cah kangkung di bandung , saya googling dan mendapatkan restoran ini . setelah bermacet - macetan di jam pulang kantor , kami tiba di ujung jalan kebon kawung . restoran nya sederhana saja , tanpa ac . ketika melihat daftar makanan dan harga nya , saya langsung kaget juga . cah kangkung special dengan daging sapi dan telur puyuh dihargai rp . 90.000 , - wow mahal sekali .",-1
3649,"kalau prabowo jadi presiden indonesia tahun 2019 , indonesia bakal punya masa depan yang cerah .",1
22253,hahahaha thnks to fb yg selalu mengingatkan kita heheheehe,1
21928,maaf teman bila 1 2 hari ini saya nggak update status karena sedang berada di blank spot area tapi bila nemu sinyal ki ,-1
2293,sangat cocok untuk bersantap bersama keluarga menikmati hidangan yang lezat sambil mengobrol melepas penat setelah seharian beraktivitas pokok nya teh terbaik deh,1
2710,"saya sih datang yang di cihampelas walk , dulu masih berupa kedai kecil yang hanya menyediakan bangku panjang untuk 8 orang , sekarang sudah berupa kafe yang mampu menampung lebih banyak . makanan yang ditawarkan hanya makanan kecil lite bite dengan porsi yang kecil . rasa tidak terlalu istimewa , apalagi dibandingkan dengan harga nya makin kecewa .",-1
13272,guys aku jumpa ayat yang berguna untuk digunakan time korang tengah putus asa sabar terbahagi kepada dua iaitu sabar ,1
18898,itu siapa yg bikin videonya bani cingkrang goblok bin pekok tolol kebina bina dr sblm zaman jokowi juga pintu ,-1
17519,aku takut je kalau kamera tu jatuh terpijak,-1
2553,"pegawai pertandingan juga . tolong yang perut nya buncit-buncit itu di ratakan saja , kebanyakan makan uang suap",-1
2808,"penasaran dengan ulasan orang , spesial cari waktu ke warung sale . awal nya semangat . menembus macet . demilah . tapi kecewa dengan jalan nya . selain jauh , kondisi jalan yang buruk membuat semangat mulai luntur . phisik bangunan unik , ada musik lift . kapasitas ruangan terbatas kayak nya . menu cukup unik dan kreatif . tapi belum cukup berharga mengobati kecewa nya perjalanan .",-1
16288,sesat kisah ini berlaku kat damai sarawak time tu aku tengah balik bercuti hujung tahun kat rumah nenek waktu tu aku ,-1
21794,semoga kita para wanita dijauhkan dari laki laki babi yang suka main fisik kek gini btw ini story temenku miris ba ,-1
5938,saya menyebut mereka sebagai gerombolan perongrong bangsa . bukan oposisi . terdepan eksistensi mereka dan partai nya sangat berbahaya untuk demokrasi indonesia . membuat politik kita menjadi kerdildan tidak berkualitas,-1
7049,mengurus gaji karyawan sendiri saja tidak becus konon mau mengurus bumn . mikir pake otak,-1
2407,"sebagai netijen yang baru april lalu piknik ke toba , hanya mau bilang bahwa iya benar banyak hal yang mengecewakan dari sistem pariwisata di sana . parapat - nya kotor , susah cari akomodasi yang benar-benar bagus , agen transportasi tidak profesional , supir travel nya sedikit-sedikit , pokok nya big bukan buat parapat .",-1
23672,jepang setuju pakai dana publik vaksin covid gratis,1
1659,"imam besar fpi menyerukan revolusi , menyampaikan pernyataan provokatif , dan lain-lain serta tidak taat hukum , kacau !",-1
6226,"the peak tempat nya keren sangat deh . mulai dari pemandangan , suasana , cuaca nya juga sejuk jadi membuat makan juga serasa ditemani alam . wah , poko nya parah deh angkat topi buat the peak . pelayanan nya juga oke , ramah tamah . oh iya , kalau malam-malam suasana nya berubah jadi romantis , indah melihat kota bandung dari atas sini , ada api unggun juga lagi . kalau terlalu dingin kita bisa pesan wine .",1
6247,"keluarkan program nya bowo dong ingin tahu , buat puisi terus untuk pak jokowi , si bowo tidak cemburu",-1
17336,jaebum otak kanannya dominan kali ya pas dong aku sm jaebum complete each other hahahaha,1
8702,"mengurusi karyawan sendiri saja tidak becus , kok tidak merasa malu mengaku memiliki solusi memperbaiki ekonomi nkri",-1
10027,"jiganasuki merupakan restoran jepang yang menawarkan menu makan sepuas nya . paling baik ke tempat makan ini jika ada promo , sehingga hemat di kantong : secara keseluruhan baik enak , - wagyu refill sepuas nya - suki nya biasa saja , encer - ocha nya enak , - pudding dan es krim nya enak",1
10993,tidak bosan,1
19694,penyampaian lo gak pas cuy semua org tau diperkosa atau memperkosa itu emg gabaik tanpa harus bawa agama ,-1
10470,pelaku nya jangan diserahkan sama pak polisi . kubur hidup-hidup saja .,-1
1855,"tempat nya bagus , pemandangan indah , semakin sore semakin ramai tempat nya , disarankan reserved dulu kalau mau ke sini , makanan enak enak , oke pokok nya",1
14903,ouhhhh hahahhahahahahahh lah takde pun maybe tk follow each other kot tu yg aku tokleh tgk,1
5059,"waktu itu saya coba steak nya saya tidak menyangka bakal seperti begini rasanya , benar-benar tidak sesuai sama pemandangan dan resto nya , jauh banget , jujur saja menurut saya steak nya tidak enak .",-1
9710,"sebelum ke sini suami reservasi dulu karena berharap dapat tempat dengan pemandangan indah di luar . pas datang kami sangat suka dengan pelayanan nya . ramah dan cepat , menu nya juga beragam . harga sesuai dengan kelas nya , rasa enak . penyajian nya berkelas pula , untuk foto-foto di sini juga keren , apalagi skywalk nya . bikin lutut lemes . satu saja yang disayangkan karena saat itu kebetulan perayaan kecil .",1
18812,nctea nct akan sukses besar nanti gue yakin itu dan jika saatnya tiba gue harap kita semua tetep jadi rumput yg ramah ,1
363,"saya kemarin memesan ayam panggang 2 porsi masing-masing 1 / 2 ekor , kangkung terasi , mineral water 3 , nasi 2 , dan udang bakar madu . ayam panggang nya kecil sekali . kangkung anyep . udang bakar hanya berisi 5 - 6 ekor yang ukuran nya tidak lebih dari jari saya dan ternyata harga nya 80 ribu an lebih . are kamu kidding me ? awal disuruh ngantri padahal dalem masih kosong .",-1
22421,tidak sekali kali bahkan kamu tidak memuliakan anak yatim qs al fajr 89 17 nauzubillah ,-1
10897,"salah satu restoran yang menjual makanan khas tiongkok favorit saya . terutama bubur nya yang tidak kalah enak , murah dengan porsi yang cukup besar ! makanan lainnya pun enak , dan harga nya cukup terjangkau",1
6683,ahok pembohong,-1
6569,"saat ke sana adalah hal pertama saya hampiri karena biasa saya ke eatbos dago , pelayanan nya jauh di bawah yang dago , saya datang pukul 14.15 , memesan 25 , s ampai jam 15.35 pesanan kami tidak keluar , saat saya cek kembali tidak ada order atas nomor meja kami , pelayan yang melayani kami dari awal memang terlihat tidak ramah dan malas untuk kerja . kecewa banget .",-1
2912,klas twit nya seperti fpi dan yang demo berjild-berjild kok masih pakai twitter pakai onta ter ya,-1
2365,"jawa itu memang dibentuk moral nya sungkan jadi memang cocok nya ya buat jadi pesuruh saja , karena cocok nya memang jadi bagian pembantu begitu saja .",-1
18102,sepakat pak dan kami siap mewujudkan pilpres yg berintegritas hanya 2 hal permi ,1
21652,tak usah khawatir akan kita sejauh apapun jarak dan sebesar apapun rindu doa dan cintaku tetap sama,1
2122,"saat kami datang sedang ramai sekali . dan harus daftar tunggu . namun begitu kami dapat tempat . pesan makanan dan tidak pakai lama , sudah tersaji di depan meja . soal rasa mantaplah . dan harga cocok dah .",1
8544,kalau malam . suasana nya nyaman . romantis . cocok untuk bawa pasangan . poko nya coba deh ajak pasangan kamu .,1
14324,bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumatberkah ,1
74,"saya bersama rekan kerja sengaja mencoba makan siang di sambal khas karmila cab . buah batu bandung , untuk tempat terbilang cozzy dan cukup nyaman jika di lantai atas , sedangkan lantai dasar saya rasa tidak lebih dari tempat makan makanan cepat saji yang cukup penuh dengan hiruk pikuk pelanggan . rasa ayam bakar di sini sangat saya rekomendasikan bersama sambal mangga . terkait harga terbilang relative .",1
5476,"ternyata yang sering mengata - ngatai fpi jualan agama , malah melacurkan harga diri dan agama nya demi uang padahal selain bertentangan dengan agama !",-1
12746,jangan lupa sholat jumat ya sayang aku jelek ya sayang ' bukan biar ganteng ih itu kan wajib oh kirain makasi ,1
16304,gak apa apa deh aku gak punya pacar asal bisa diginiin terus ,1
20523,nerakaku bukan urusanmu begitupula surga belum tentu tempatmu ngerti kan maksudnya apa jadi ga perlu repot' bu ,-1
3946,"yang dilakukan oleh zadith itu bukan nya membawa politik ya ? coba dipikir-pikir deh . sudah mau pilpres 2019 , mau menjatuhkan orang nomor 1 .",-1
21884,bukan kating tapi kakel smp dulu gue teriakin kak xxx bego pas pulang besoknya dia nyariin gue d ,-1
11068,"batagor riri salah satu tempat yang banyak dicari dibandung , karena memang sudah berdiri sudah lama . berada di jalan burangrang , apabila berjalan dari jalan gatot subroto menuju jalan asia afrika , sebelum simpang 5 menara cimb niaga belok kiri , dari situ sekitar 200 m sebelah kiri sebelum perempatan pertama . tempat nya tidak pernah pindah-pindah , dan menenpati warung yang tidak terlalu besar , . lanjutan",1
15387,apa benda bodoh women yang kena blame pulak ni benak tak da kaitan lah bodo ada ke org blame pompuan bunuh binatang ,-1
6717,bagaimana pun juga tetap lebih enak ayam ke . minuman nya saya tidak ada yang suka . ayam goreng nya biasa saja . ada saus keju tapi saya tidak suka saus keju di sini . tidak enak .,-1
18126,ya tau nuna emang kecil tp gk gitu juga ,1
6021,"istri saya beli beberapa produk di toko yang sama , dan berat nya belum sampai 1 kilo , menggunakan pengiriman via gosend , dikenakan ongkir 2x , kurang ajar !",-1
